,debit_amount_count,debit_amount_sum,debit_amount_mean,debit_amount_std,debit_debit_roll_cnt_30d_mean,debit_debit_roll_mean_30d_mean,debit_debit_roll_std_30d_mean,debit_debit_amount_spike_ratio_7d_mean,debit_debit_tx_rate_spike_7d_mean,debit_debit_amount_volatility_30d_mean,credit_amount_count,credit_amount_sum,credit_amount_mean,credit_amount_std,credit_credit_roll_cnt_30d_mean,credit_credit_roll_mean_30d_mean,credit_credit_roll_std_30d_mean,credit_credit_amount_spike_ratio_7d_mean,credit_credit_tx_rate_spike_7d_mean,credit_credit_amount_volatility_30d_mean,out_unique,in_unique,fan_out_ratio,fan_in_ratio,in_out_ratio,IsolationForest_score,LocalOutlierFactor_score,OneClassSVM_score,EllipticEnvelope_score,graph_anomaly_score,anomaly_flag
93712c726144e60d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30000.0,10000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333322222225925,30000000001.0,0.0007411073858019527,0.0034764354842182527,0.7061451401647004,3.460118891395045e-08,0.17759067940897738,0
93a0e28f1a251bcf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20043.14,6681.046666666666,6490.762116672689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.33333322222225925,20043140001.0,0.0008561345648822156,0.0031459065372493205,0.7070570841050224,3.518019983392247e-08,0.17776479009683846,0
9d8f54ae3b88911b,32.0,49848836.96,1557776.155,3764796.0795126627,0.0,0.0,0.0,0.0,0.0,0.0,7.0,22802791.9,3257541.6999999997,7394969.11121761,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.031249999023437534,0.1428571224489825,0.45743879477665833,0.5377864141929538,0.13987770241539296,0.9997564071411482,0.0029829911115436614,0.4201008787152597,1
9e10408e4640cf38,4.0,3565000.0,891250.0,832049.4276183357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24999993750001562,0.0,2.8050490883582594e-13,0.18563764883237907,0.028406681480622194,0.3689866306967499,2.8260661840828424e-06,0.1457584467689838,0
9e2cf0cc6f3d68e4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,159000.0,159000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,159000000001.0,0.028736290657825386,0.0026772911308147493,0.9405525466410329,8.370370048513156e-08,0.2429915530333434,0
a1294270cfe6533d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8200.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,8200000001.000001,0.018460760990397694,0.0026772911308147493,0.9903267988635227,5.0255358464453884e-08,0.2528662253100234,0
a2495f5178d5a17d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,102700.0,12837.5,9545.109069196493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12499998437500197,102700000001.0,0.009421369887666309,0.0025235750117568903,0.8315430194922091,3.412501996925847e-08,0.21087199962916306,0
a4bb2adbd377d7b6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,35187.03,1135.0654838709677,2858.637822630257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.032258063475546335,35187030001.0,0.036884836796103763,0.004003637966985967,0.9253937145949731,3.4022860913024798e-06,0.24157139791103854,0
a59e8f6f23454020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3290.0,3290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,3290000001.0,0.01969747743874378,0.0026772911308147493,0.9920889688869002,5.510547240595567e-08,0.25361594814048277,0
a6806347bb215e78,1.0,18306.87,18306.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,0.0,5.462430223983541e-11,0.16056161781842565,0.01741630881022376,0.9909739116210443,1.268253426162918e-06,0.29223827662577995,0
a982dff7a672f998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,28500.0,2192.3076923076924,2428.46369077981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07692307100591762,28500000001.0,0.013910878696716197,0.0028328588451780805,0.8792165070152189,2.6082676310135315e-07,0.22399012634596907,0
