id,date,debit_inn,credit_inn,amount,risk_score,rule_score,iso_score
,2021-01-27,d877722ca4e40f98,a2495f5178d5a17d,2600.0,0.8408118921566811,1.0,0.5339858624719721
,2021-11-26,d877722ca4e40f98,d8104c0f1919d0ef,146078.0,0.840460513838683,1.0,0.5332118866205534
,2020-11-24,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8403762628503175,1.0,0.533026308208019
,2020-05-20,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8402992585265803,1.0,0.5328566919170454
,2020-11-16,d877722ca4e40f98,41face6c4b94dd88,327360.0,0.8397637468709434,1.0,0.5316771282718621
,2021-11-11,d877722ca4e40f98,a4bb2adbd377d7b6,602.07,0.8393703399338819,1.0,0.5308105765995764
,2021-06-16,d877722ca4e40f98,cf603eadad6f36c6,16315.5,0.8393128181902161,1.0,0.5306838743010897
,2021-09-20,d877722ca4e40f98,cf603eadad6f36c6,5438.5,0.8392428060337934,1.0,0.5305296595541876
,2020-10-20,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8392344293809638,1.0,0.530511208424241
,2021-01-21,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8391424455342471,1.0,0.530308596958386
,2020-06-05,d877722ca4e40f98,ca3891c167141f4d,405.27,0.8390920671124448,1.0,0.5301976291498719
,2020-07-22,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8390573329472989,1.0,0.5301211207153296
,2022-08-11,d877722ca4e40f98,cf603eadad6f36c6,5438.5,0.8386337203964301,1.0,0.5291880355819095
,2020-06-23,d877722ca4e40f98,cf603eadad6f36c6,10890.56,0.8385554038047967,1.0,0.5290155287777472
,2020-11-05,d877722ca4e40f98,ca3891c167141f4d,399.36,0.8383788062460857,1.0,0.5286265399333573
,2019-11-06,d877722ca4e40f98,ca3891c167141f4d,50.37,0.8382116529601001,1.0,0.5282583538495511
,2021-09-20,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8381897156848148,1.0,0.5282100329360312
,2021-07-08,d877722ca4e40f98,6931e23e98703aa9,9892831.0,0.8381076217397526,1.0,0.5280292058110457
,2020-12-14,d877722ca4e40f98,cf603eadad6f36c6,5445.28,0.8381069222651797,1.0,0.5280276650886949
,2021-10-27,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8380003618128997,1.0,0.5277929459482229
,2020-04-15,d877722ca4e40f98,cf603eadad6f36c6,5445.28,0.8379352662352941,1.0,0.5276495608771467
,2021-08-19,d877722ca4e40f98,cf603eadad6f36c6,5438.5,0.8379352662352941,1.0,0.5276495608771467
,2020-12-14,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8378403393347172,1.0,0.5274404667898532
,2021-08-19,d877722ca4e40f98,cf603eadad6f36c6,5438.5,0.8376720588589202,1.0,0.527069797861633
,2019-10-31,d877722ca4e40f98,9d8f54ae3b88911b,300000.0,0.8375774631882048,1.0,0.5268614333694822
,2020-07-31,d877722ca4e40f98,cf603eadad6f36c6,5445.28,0.8374089405087414,1.0,0.5264902309428097
,2021-04-14,d877722ca4e40f98,cf603eadad6f36c6,5438.5,0.8369257482690234,1.0,0.5254259105053243
,2019-12-05,d877722ca4e40f98,ca3891c167141f4d,82.76,0.836624336739485,1.0,0.524761995763712
,2020-08-24,d877722ca4e40f98,cf603eadad6f36c6,5445.28,0.8366221562804632,1.0,0.5247571928987046
,2019-06-05,d877722ca4e40f98,ca3891c167141f4d,82.76,0.8363615727665853,1.0,0.5241832094265074
,2021-03-18,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8363126278436593,1.0,0.5240753991648783
,2021-07-07,d877722ca4e40f98,ca3891c167141f4d,851.8,0.8359624397709009,1.0,0.5233040450491376
,2019-02-21,8d9e0be733f77f1c,d877722ca4e40f98,105000.0,0.8359598721030703,1.0,0.5232983892849838
,2021-02-10,d877722ca4e40f98,41face6c4b94dd88,327360.0,0.8357238847841126,1.0,0.5227785834894674
,2019-12-26,d877722ca4e40f98,2da52242895cf5c0,508034.25,0.835551153163028,1.0,0.5223981100890093
,2020-06-25,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8354004671995447,1.0,0.5220661963342046
,2022-03-18,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8353248657895967,1.0,0.5218996702207939
,2022-08-02,d877722ca4e40f98,ca3891c167141f4d,760.11,0.8351755281815777,1.0,0.5215707264687324
,2020-07-03,d877722ca4e40f98,ca3891c167141f4d,462.06,0.835135032566658,1.0,0.5214815273735385
,2021-05-05,d877722ca4e40f98,035fab081fc0922f,2499.98,0.8350896044727255,1.0,0.5213814635793919
,2021-03-05,d877722ca4e40f98,ca3891c167141f4d,531.02,0.8350620915061686,1.0,0.5213208611727402
