txn_id,date,inn,side,amount,purpose,iforest_score_debit,ts_score,score_max,score_wavg,score_rank,final_score,risk_level
26964ce78e551413274990ff0cf4b812e33c31c143bf7e96b76cef554452a7ad,2021-08-25,d877722ca4e40f98,debit,40.0,"комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. документ(ы):; от 25/08/21 №№: 292 (4648.8 rur ), 293 (4648.8 rur ), 291 (4648.8 rur ), 295 (4648.8",0.2879435062575979,0.0,0.2879435062575979,0.17276610375455873,0.6237338858195212,0.6237338858195212,green
2759be961ee69f842006953824c37817f642b5edd9841c8bec70f43c92839724,2020-03-10,d877722ca4e40f98,debit,14796.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 по с/ф 4304-080-02 от 29.02.20г аванс 30% за март 2020г сумма 14796-00 в т.ч. ндс (20%) 2466-00,0.2877372060804401,0.0,0.2877372060804401,0.17264232364826407,0.6235036832412524,0.6235036832412524,green
c938749cce14ff4af44fbdabf2685ac82ea98b1a5f7cd3cf88d3148bd9ffc1e4,2022-03-16,d877722ca4e40f98,debit,12307.68,оплата по договору электроэнергия по дог.№112458 от 03.03.17 аванс за март 2022г по с/ч 13131-080-02 от 01.03.22 сумма 12307-68 в т.ч. ндс (20%) 2051-28,0.2876771149968237,0.0,0.2876771149968237,0.1726062689980942,0.6232734806629834,0.6232734806629834,green
aab57850a8d774f8522d3d1ba742632a1a11905f885b1cd961a3496fb2ef2370,2021-03-05,d877722ca4e40f98,debit,2112.9,взносы на обязательное социальное страхование,0.28700667745427205,0.0,0.28700667745427205,0.17220400647256323,0.6230432780847146,0.6230432780847146,green
d1d6ef2c3e7b658a770e1ba662188872df1bf102934ba69c62b26b7dc490f710,2019-08-05,d877722ca4e40f98,debit,82.76,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.2865841349538099,0.0,0.2865841349538099,0.17195048097228594,0.6228130755064456,0.6228130755064456,green
8db5b75a3c0c880b2d110e8bef240b4042ae4add24183c3d9e425ffb4e8ce4ed,2022-03-16,d877722ca4e40f98,debit,5978.0,налог на доходы физических лиц за февраль 2022 года,0.28606486599383435,0.0,0.28606486599383435,0.1716389195963006,0.6225828729281768,0.6225828729281768,green
bd507d6f799f1af1e22d32f30b2191f09d8e9520807262aab25e4a44dbf68d2b,2022-02-28,d877722ca4e40f98,debit,5851.97,"погашение задолженности по договору n 600210017 от 24 июня 2021 г. клиент ооо ""инкриз""",0.2854696538349326,0.0,0.2854696538349326,0.17128179230095955,0.6223526703499079,0.6223526703499079,green
c1ccea92746c53a626470aa04305e8e0f0d85c30e4a0c992687c2dc31c133658,2021-07-20,8d9e0be733f77f1c,debit,8479920.0,возврат неиспользованной суммы по аккредитиву № 8824s2107000h от date_95feb18422fb в связи с заявлением на отзыв аккредитива от date_68f38ec7c834.,0.44765837216015825,0.0,0.44765837216015825,0.2685950232960949,0.6222222222222222,0.6222222222222222,green
683e9db9eb3520c5c3dc71e27894a184906779f919fd7692b88a11c5c30b446b,2019-10-10,d877722ca4e40f98,debit,3048.2,оплата по договору электроэнергия по дог.№112458 от 03.03.17 по сф 31969-080-02 от 30.09.19 доплата за сентябрь 2019г сумма 3048-20 в т.ч. ндс (20%) 508-03,0.2847613643016013,0.0,0.2847613643016013,0.17085681858096077,0.622122467771639,0.622122467771639,green
84d0b389d402047f5a8835f77afefae62ac73ccae7676a515edc47807e905e66,2022-04-13,d877722ca4e40f98,debit,6581.9,оплата по договору № 1086 за март 22г сумма 6581-90 в т.ч. ндс (20%) 1096-98,0.2843148107718301,0.0,0.2843148107718301,0.17058888646309803,0.6218922651933702,0.6218922651933702,green
